id,name_en,name_zh,team,league,year,g,pa,ab,h,2b,3b,hr,r,rbi,bb,ibb,hbp,so,avg,slg,obp,ops,sb,cs,sh,sf
4adf27f2-0528-418c-bd7d-3b93fe2ffb05,"Yun Park",NULL,SK飛龍,KBO,2012,7,20,17,3,1,0,0,0,2,0,0,0,3,0.177,0.235,0.167,0.402,0,0,2,1
4c327fe3-10da-4c56-a7e5-6ab253ccce7a,"Do-Hyun Kim",NULL,SK飛龍,KBO,2012,84,93,89,19,4,0,0,22,5,0,0,0,18,0.214,0.258,0.214,0.472,12,5,4,0
4d2455e5-814d-4c73-bf89-94feac55ec3f,"Jae-wong Yu",NULL,SK飛龍,KBO,2012,9,14,13,2,0,0,0,1,1,1,0,0,3,0.154,0.154,0.214,0.368,0,0,0,0
5e521456-fb7b-405b-a3c5-51448ede12a1,"Kang-Min Kim",NULL,SK飛龍,KBO,2012,123,474,427,116,20,0,5,49,31,29,0,4,72,0.272,0.354,0.322,0.675,11,10,11,3
63a12ff0-0808-4016-b60a-3ace1688f617,"In-Sung Cho",NULL,SK飛龍,KBO,2012,104,307,284,77,13,0,9,32,40,16,1,2,60,0.271,0.412,0.313,0.725,0,1,3,2
780d8875-9cc0-4d3e-8416-800b7def2699,"Yeong-Jin Kwon",NULL,SK飛龍,KBO,2012,2,3,3,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0
802ec75a-24e2-4be1-88b0-941cc03a6eb6,"Dong-Hwa Cho",NULL,SK飛龍,KBO,2012,24,77,62,15,2,0,0,6,3,7,0,0,16,0.242,0.274,0.314,0.589,3,3,7,1
875fef44-c858-44ea-8bd5-21777551a55f,"Woo-Ram Chung",NULL,SK飛龍,KBO,2012,53,1,1,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0
8dee84d2-7509-4a85-bc8a-5cce91b9de75,"Yong-Kwan Kwon",NULL,SK飛龍,KBO,2012,3,5,5,1,0,0,0,1,0,0,0,0,1,0.200,0.200,0.200,0.400,0,0,0,0
8ebbfc04-d220-4343-84ab-93c1473ef225,"Jung-Min Choi",NULL,SK飛龍,KBO,2012,2,1,1,0,0,0,0,2,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0
9080d208-d460-4aaf-ab55-dcce6e49d92b,"Myung-Chan Hong",NULL,SK飛龍,KBO,2012,5,5,5,2,0,0,0,0,1,0,0,0,1,0.400,0.400,0.400,0.800,0,0,0,0
94369b20-2302-4508-b3ce-ce45a4fef10e,"Jin-Gi Jeong",NULL,SK飛龍,KBO,2012,14,10,8,1,0,0,0,1,0,2,0,0,3,0.125,0.125,0.300,0.425,0,0,0,0
9a200d79-7b61-44cb-999f-3c6ce39f4af1,"Jeong-Gwang An",NULL,SK飛龍,KBO,2012,6,16,15,4,1,0,0,1,0,1,0,0,4,0.267,0.333,0.313,0.646,0,1,0,0
